"code","post_code","tambon","amphur","province","reg_code","order","area"
"100000",,"","",กรุงเทพมหานคร,BKK,1,C
"100100","10200","",พระนคร,กรุงเทพมหานคร,BKK,1,C
"100101","10200",พระบรมมหาราชวัง,พระนคร,กรุงเทพมหานคร,BKK,1,C
"100102","10200",วังบูรพาภิรมย์,พระนคร,กรุงเทพมหานคร,BKK,1,C
"100103","10200",วัดราชบพิธ,พระนคร,กรุงเทพมหานคร,BKK,1,C
"100104","10200",สำราญราษฎร์,พระนคร,กรุงเทพมหานคร,BKK,1,C
"100105","10200",ศาลเจ้าพ่อเสือ,พระนคร,กรุงเทพมหานคร,BKK,1,C
"100106","10200",เสาชิงช้า,พระนคร,กรุงเทพมหานคร,BKK,1,C
"100107","10200",บวรนิเวศ,พระนคร,กรุงเทพมหานคร,BKK,1,C
"100108","10200",ตลาดยอด,พระนคร,กรุงเทพมหานคร,BKK,1,C
"100109","10200",ชนะสงคราม,พระนคร,กรุงเทพมหานคร,BKK,1,C
"100110","10200",บ้านพานถม,พระนคร,กรุงเทพมหานคร,BKK,1,C
"100111","10200",บางขุนพรหม,พระนคร,กรุงเทพมหานคร,BKK,1,C
"100112","10200",วัดสามพระยา,พระนคร,กรุงเทพมหานคร,BKK,1,C
"100200","10300","",ดุสิต,กรุงเทพมหานคร,BKK,1,C
"100201","10300",ดุสิต,ดุสิต,กรุงเทพมหานคร,BKK,1,C
"100202","10300",วชิรพยาบาล,ดุสิต,กรุงเทพมหานคร,BKK,1,C
"100203","10300",สวนจิตรลดา,ดุสิต,กรุงเทพมหานคร,BKK,1,C
"100204","10300",สี่แยกมหานาค,ดุสิต,กรุงเทพมหานคร,BKK,1,C
"100205","10300",บางซื่อ,เขตดุสิต,กรุงเทพมหานคร,BKK,1,C
"100206","10300",ถนนนครไชยศรี,ดุสิต,กรุงเทพมหานคร,BKK,1,C
"100299","10300",สามเสนใน,เขตดุสิต,กรุงเทพมหานคร,BKK,1,C
"100300","10530","",หนองจอก,กรุงเทพมหานคร,BKK,1,C
"100301","10530",กระทุ่มราย,หนองจอก,กรุงเทพมหานคร,BKK,1,C
"100302","10530",หนองจอก,หนองจอก,กรุงเทพมหานคร,BKK,1,C
"100303","10530",คลองสิบ,หนองจอก,กรุงเทพมหานคร,BKK,1,C
"100304","10530",คลองสิบสอง,หนองจอก,กรุงเทพมหานคร,BKK,1,C
"100305","10530",โคกแฝด,หนองจอก,กรุงเทพมหานคร,BKK,1,C
"100306","10530",คู้ฝั่งเหนือ,หนองจอก,กรุงเทพมหานคร,BKK,1,C
"100307","10530",ลำผักชี,หนองจอก,กรุงเทพมหานคร,BKK,1,C
"100308","10530",ลำต้อยติ่ง,หนองจอก,กรุงเทพมหานคร,BKK,1,C
"100400","10500","",บางรัก,กรุงเทพมหานคร,BKK,1,C
"100401","10500",มหาพฤฒาราม,บางรัก,กรุงเทพมหานคร,BKK,1,C
"100402","10500",สีลม,บางรัก,กรุงเทพมหานคร,BKK,1,C
"100403","10500",สุริยวงศ์,บางรัก,กรุงเทพมหานคร,BKK,1,C
"100404","10500",บางรัก,บางรัก,กรุงเทพมหานคร,BKK,1,C
"100405","10500",สี่พระยา,บางรัก,กรุงเทพมหานคร,BKK,1,C
"100500","10220","",บางเขน,กรุงเทพมหานคร,BKK,1,C
"100501","10220",ลาดยาว,เขตบางเขน,กรุงเทพมหานคร,BKK,1,C
"100502","10220",อนุสาวรีย์,บางเขน,กรุงเทพมหานคร,BKK,1,C
"100503","10220",คลองถนน,เขตบางเขน,กรุงเทพมหานคร,BKK,1,C
"100504","10220",ตลาดบางเขน,เขตบางเขน,กรุงเทพมหานคร,BKK,1,C
"100505","10220",สีกัน,เขตบางเขน,กรุงเทพมหานคร,BKK,1,C
"100506","10220",สายไหม,เขตบางเขน,กรุงเทพมหานคร,BKK,1,C
"100507","10220",ทุ่งสองห้อง,เขตบางเขน,กรุงเทพมหานคร,BKK,1,C
"100508","10220",ท่าแร้ง,บางเขน,กรุงเทพมหานคร,BKK,1,C
"100509","10220",ออเงิน,เขตบางเขน,กรุงเทพมหานคร,BKK,1,C
"100599","10220",บางเขน,เขตบางเขน,กรุงเทพมหานคร,BKK,1,C
"100600","10240","",บางกะปิ,กรุงเทพมหานคร,BKK,1,C
"100601","10240",คลองจั่น,บางกะปิ,กรุงเทพมหานคร,BKK,1,C
"100602","10240",วังทองหลาง,เขตบางกะปิ,กรุงเทพมหานคร,BKK,1,C
"100603","10240",ลาดพร้าว,เขตบางกะปิ,กรุงเทพมหานคร,BKK,1,C
"100604","10240",คลองกุ่ม,เขตบางกะปิ,กรุงเทพมหานคร,BKK,1,C
"100605","10240",สะพานสูง,เขตบางกะปิ,กรุงเทพมหานคร,BKK,1,C
"100606","10240",คันนายาว,เขตบางกะปิ,กรุงเทพมหานคร,BKK,1,C
"100607","10240",จรเข้บัว,เขตบางกะปิ,กรุงเทพมหานคร,BKK,1,C
"100608","10240",หัวหมาก,บางกะปิ,กรุงเทพมหานคร,BKK,1,C
"100700","10330","",ปทุมวัน,กรุงเทพมหานคร,BKK,1,C
"100701","10330",รองเมือง,ปทุมวัน,กรุงเทพมหานคร,BKK,1,C
"100702","10330",วังใหม่,ปทุมวัน,กรุงเทพมหานคร,BKK,1,C
"100703","10330",ปทุมวัน,ปทุมวัน,กรุงเทพมหานคร,BKK,1,C
"100704","10330",ลุมพินี,ปทุมวัน,กรุงเทพมหานคร,BKK,1,C
"100800","10100","",ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,BKK,1,C
"100801","10100",ป้อมปราบ,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,BKK,1,C
"100802","10100",วัดเทพศิรินทร์,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,BKK,1,C
"100803","10100",คลองมหานาค,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,BKK,1,C
"100804","10100",บ้านบาตร,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,BKK,1,C
"100805","10100",วัดโสมนัส,ป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,BKK,1,C
"100899","10100",นางเลิ้ง,เขตป้อมปราบศัตรูพ่าย,กรุงเทพมหานคร,BKK,1,C
"100900","10260","",พระโขนง,กรุงเทพมหานคร,BKK,1,C
"100901","10260",คลองเตย,เขตพระโขนง,กรุงเทพมหานคร,BKK,1,C
"100902","10260",คลองตัน,เขตพระโขนง,กรุงเทพมหานคร,BKK,1,C
"100903","10260",พระโขนง,เขตพระโขนง,กรุงเทพมหานคร,BKK,1,C
"100904","10260",บางนา,เขตพระโขนง,กรุงเทพมหานคร,BKK,1,C
"100905","10260",บางจาก,พระโขนง,กรุงเทพมหานคร,BKK,1,C
"100906","10260",สวนหลวง,เขตพระโขนง,กรุงเทพมหานคร,BKK,1,C
"100907","10260",หนองบอน,เขตพระโขนง,กรุงเทพมหานคร,BKK,1,C
"100908","10260",ประเวศ,เขตพระโขนง,กรุงเทพมหานคร,BKK,1,C
"100909","10260",ดอกไม้,เขตพระโขนง,กรุงเทพมหานคร,BKK,1,C
"100910",,พระโขนงใต้,พระโขนง,กรุงเทพมหานคร,,,
"100997","10260",พระโขนง,เขตพระโขนง,กรุงเทพมหานคร,BKK,1,C
"100998","10260",คลองตัน,เขตพระโขนง,กรุงเทพมหานคร,BKK,1,C
"100999","10260",คลองเตย,เขตพระโขนง,กรุงเทพมหานคร,BKK,1,C
"101000","10510","",มีนบุรี,กรุงเทพมหานคร,BKK,1,C
"101001","10510",มีนบุรี,มีนบุรี,กรุงเทพมหานคร,BKK,1,C
"101002","10510",แสนแสบ,มีนบุรี,กรุงเทพมหานคร,BKK,1,C
"101003","10510",บางชัน,เขตมีนบุรี,กรุงเทพมหานคร,BKK,1,C
"101004","10510",ทรายกองดิน,เขตมีนบุรี,กรุงเทพมหานคร,BKK,1,C
"101005","10510",ทรายกองดินใต้,เขตมีนบุรี,กรุงเทพมหานคร,BKK,1,C
"101006","10510",สามวาตะวันออก,เขตมีนบุรี,กรุงเทพมหานคร,BKK,1,C
"101007","10510",สามวาตะวันตก,เขตมีนบุรี,กรุงเทพมหานคร,BKK,1,C
"101100","10520","",ลาดกระบัง,กรุงเทพมหานคร,BKK,1,C
"101101","10520",ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร,BKK,1,C
"101102","10520",คลองสองต้นนุ่น,ลาดกระบัง,กรุงเทพมหานคร,BKK,1,C
"101103","10520",คลองสามประเวศ,ลาดกระบัง,กรุงเทพมหานคร,BKK,1,C
"101104","10520",ลำปลาทิว,ลาดกระบัง,กรุงเทพมหานคร,BKK,1,C
"101105","10520",ทับยาว,ลาดกระบัง,กรุงเทพมหานคร,BKK,1,C
"101106","10520",ขุมทอง,ลาดกระบัง,กรุงเทพมหานคร,BKK,1,C
"101200","10120","",ยานนาวา,กรุงเทพมหานคร,BKK,1,C
"101201","10120",ทุ่งวัดดอน,เขตยานนาวา,กรุงเทพมหานคร,BKK,1,C
"101202","10120",ยานนาวา,เขตยานนาวา,กรุงเทพมหานคร,BKK,1,C
"101203","10120",ช่องนนทรี,ยานนาวา,กรุงเทพมหานคร,BKK,1,C
"101204","10120",บางโพงพาง,ยานนาวา,กรุงเทพมหานคร,BKK,1,C
"101205","10120",วัดพระยาไกร,เขตยานนาวา,กรุงเทพมหานคร,BKK,1,C
"101206","10120",บางโคล่,เขตยานนาวา,กรุงเทพมหานคร,BKK,1,C
"101207","10120",บางคอแหลม,เขตยานนาวา,กรุงเทพมหานคร,BKK,1,C
"101208","10120",ทุ่งมหาเมฆ,เขตยานนาวา,กรุงเทพมหานคร,BKK,1,C
"101298","10120",บางโคล่,เขตยานนาวา,กรุงเทพมหานคร,BKK,1,C
"101299","10120",บางคอแหลม,เขตยานนาวา,กรุงเทพมหานคร,BKK,1,C
"101300","10100","",สัมพันธวงศ์,กรุงเทพมหานคร,BKK,1,C
"101301","10100",จักรวรรดิ,สัมพันธวงศ์,กรุงเทพมหานคร,BKK,1,C
"101302","10100",สัมพันธวงศ์,สัมพันธวงศ์,กรุงเทพมหานคร,BKK,1,C
"101303","10100",ตลาดน้อย,สัมพันธวงศ์,กรุงเทพมหานคร,BKK,1,C
"101400","10400","",พญาไท,กรุงเทพมหานคร,BKK,1,C
"101401","10400",สามเสนใน,พญาไท,กรุงเทพมหานคร,BKK,1,C
"101402","10400",ถนนเพชรบุรี,เขตพญาไท,กรุงเทพมหานคร,BKK,1,C
"101403","10400",ทุ่งพญาไท,เขตพญาไท,กรุงเทพมหานคร,BKK,1,C
"101404","10400",มักกะสัน,เขตพญาไท,กรุงเทพมหานคร,BKK,1,C
"101405","10400",ถนนพญาไท,เขตพญาไท,กรุงเทพมหานคร,BKK,1,C
"101406",,พญาไท,พญาไท,กรุงเทพมหานคร,,,
"101499","10400",ทุ่งพญาไท,เขตพญาไท,กรุงเทพมหานคร,BKK,1,C
"101500","10600","",ธนบุรี,กรุงเทพมหานคร,BKK,1,C
"101501","10600",วัดกัลยาณ์,ธนบุรี,กรุงเทพมหานคร,BKK,1,C
"101502","10600",หิรัญรูจี,ธนบุรี,กรุงเทพมหานคร,BKK,1,C
"101503","10600",บางยี่เรือ,ธนบุรี,กรุงเทพมหานคร,BKK,1,C
"101504","10600",บุคคโล,ธนบุรี,กรุงเทพมหานคร,BKK,1,C
"101505","10600",ตลาดพลู,ธนบุรี,กรุงเทพมหานคร,BKK,1,C
"101506","10600",ดาวคะนอง,ธนบุรี,กรุงเทพมหานคร,BKK,1,C
"101507","10600",สำเหร่,ธนบุรี,กรุงเทพมหานคร,BKK,1,C
"101599","10600",คลองสาน,เขตธนบุรี,กรุงเทพมหานคร,BKK,1,C
"101600","10600","",บางกอกใหญ่,กรุงเทพมหานคร,BKK,1,C
"101601","10600",วัดอรุณ,บางกอกใหญ่,กรุงเทพมหานคร,BKK,1,C
"101602","10600",วัดท่าพระ,บางกอกใหญ่,กรุงเทพมหานคร,BKK,1,C
"101700","10310","",ห้วยขวาง,กรุงเทพมหานคร,BKK,1,C
"101701","10310",ห้วยขวาง,ห้วยขวาง,กรุงเทพมหานคร,BKK,1,C
"101702","10310",บางกะปิ,ห้วยขวาง,กรุงเทพมหานคร,BKK,1,C
"101703","10310",ดินแดง,เขตห้วยขวาง,กรุงเทพมหานคร,BKK,1,C
"101704","10310",สามเสนนอก,ห้วยขวาง,กรุงเทพมหานคร,BKK,1,C
"101800","10600","",คลองสาน,กรุงเทพมหานคร,BKK,1,C
"101801","10600",สมเด็จเจ้าพระยา,คลองสาน,กรุงเทพมหานคร,BKK,1,C
"101802","10600",คลองสาน,คลองสาน,กรุงเทพมหานคร,BKK,1,C
"101803","10600",บางลำภูล่าง,คลองสาน,กรุงเทพมหานคร,BKK,1,C
"101804","10600",คลองต้นไทร,คลองสาน,กรุงเทพมหานคร,BKK,1,C
"101900","10170","",ตลิ่งชัน,กรุงเทพมหานคร,BKK,1,C
"101901","10170",คลองชักพระ,ตลิ่งชัน,กรุงเทพมหานคร,BKK,1,C
"101902","10170",ตลิ่งชัน,ตลิ่งชัน,กรุงเทพมหานคร,BKK,1,C
"101903","10170",ฉิมพลี,ตลิ่งชัน,กรุงเทพมหานคร,BKK,1,C
"101904","10170",บางพรม,ตลิ่งชัน,กรุงเทพมหานคร,BKK,1,C
"101905","10170",บางระมาด,ตลิ่งชัน,กรุงเทพมหานคร,BKK,1,C
"101906","10170",ทวีวัฒนา,เขตตลิ่งชัน,กรุงเทพมหานคร,BKK,1,C
"101907","10170",บางเชือกหนัง,ตลิ่งชัน,กรุงเทพมหานคร,BKK,1,C
"101908","10170",ศาลาธรรมสพน์,เขตตลิ่งชัน,กรุงเทพมหานคร,BKK,1,C
"102000","10700","",บางกอกน้อย,กรุงเทพมหานคร,BKK,1,C
"102001","10700",บางพลัด,เขตบางกอกน้อย,กรุงเทพมหานคร,BKK,1,C
"102002","10700",บางบำหรุ,เขตบางกอกน้อย,กรุงเทพมหานคร,BKK,1,C
"102003","10700",บางอ้อ,เขตบางกอกน้อย,กรุงเทพมหานคร,BKK,1,C
"102004","10700",ศิริราช,บางกอกน้อย,กรุงเทพมหานคร,BKK,1,C
"102005","10700",บ้านช่างหล่อ,บางกอกน้อย,กรุงเทพมหานคร,BKK,1,C
"102006","10700",บางขุนนนท์,บางกอกน้อย,กรุงเทพมหานคร,BKK,1,C
"102007","10700",บางขุนศรี,บางกอกน้อย,กรุงเทพมหานคร,BKK,1,C
"102008","10700",บางยี่ขัน,เขตบางกอกน้อย,กรุงเทพมหานคร,BKK,1,C
"102009","10700",อรุณอมรินทร์,บางกอกน้อย,กรุงเทพมหานคร,BKK,1,C
"102097","10700",บางยี่ขัน,เขตบางกอกน้อย,กรุงเทพมหานคร,BKK,1,C
"102098","10700",บางบำหรุ,เขตบางกอกน้อย,กรุงเทพมหานคร,BKK,1,C
"102099","10700",บางอ้อ,เขตบางกอกน้อย,กรุงเทพมหานคร,BKK,1,C
"102100","10150","",บางขุนเทียน,กรุงเทพมหานคร,BKK,1,C
"102101","10150",บางค้อ,เขตบางขุนเทียน,กรุงเทพมหานคร,BKK,1,C
"102102","10150",จอมทอง,เขตบางขุนเทียน,กรุงเทพมหานคร,BKK,1,C
"102103","10150",บางขุนเทียน,เขตบางขุนเทียน,กรุงเทพมหานคร,BKK,1,C
"102104","10150",บางบอน,เขตบางขุนเทียน,กรุงเทพมหานคร,BKK,1,C
"102105","10150",ท่าข้าม,บางขุนเทียน,กรุงเทพมหานคร,BKK,1,C
"102106","10150",บางมด,เขตบางขุนเทียน,กรุงเทพมหานคร,BKK,1,C
"102107","10150",แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,BKK,1,C
"102200","10160","",ภาษีเจริญ,กรุงเทพมหานคร,BKK,1,C
"102201","10160",บางหว้า,ภาษีเจริญ,กรุงเทพมหานคร,BKK,1,C
"102202","10160",บางด้วน,ภาษีเจริญ,กรุงเทพมหานคร,BKK,1,C
"102203","10160",บางแค,เขตภาษีเจริญ,กรุงเทพมหานคร,BKK,1,C
"102204","10160",บางแคเหนือ,เขตภาษีเจริญ,กรุงเทพมหานคร,BKK,1,C
"102205","10160",บางไผ่,เขตภาษีเจริญ,กรุงเทพมหานคร,BKK,1,C
"102206","10160",บางจาก,ภาษีเจริญ,กรุงเทพมหานคร,BKK,1,C
"102207","10160",บางแวก,ภาษีเจริญ,กรุงเทพมหานคร,BKK,1,C
"102208","10160",คลองขวาง,ภาษีเจริญ,กรุงเทพมหานคร,BKK,1,C
"102209","10160",ปากคลองภาษีเจริญ,ภาษีเจริญ,กรุงเทพมหานคร,BKK,1,C
"102210","10160",คูหาสวรรค์,ภาษีเจริญ,กรุงเทพมหานคร,BKK,1,C
"102300","10160","",หนองแขม,กรุงเทพมหานคร,BKK,1,C
"102301","10160",หลักสอง,เขตหนองแขม,กรุงเทพมหานคร,BKK,1,C
"102302","10160",หนองแขม,หนองแขม,กรุงเทพมหานคร,BKK,1,C
"102303","10160",หนองค้างพลู,หนองแขม,กรุงเทพมหานคร,BKK,1,C
"102400","10140","",ราษฎร์บูรณะ,กรุงเทพมหานคร,BKK,1,C
"102401","10140",ราษฎร์บูรณะ,ราษฎร์บูรณะ,กรุงเทพมหานคร,BKK,1,C
"102402","10140",บางปะกอก,ราษฎร์บูรณะ,กรุงเทพมหานคร,BKK,1,C
"102403","10140",บางมด,เขตราษฎร์บูรณะ,กรุงเทพมหานคร,BKK,1,C
"102404","10140",ทุ่งครุ,เขตราษฎร์บูรณะ,กรุงเทพมหานคร,BKK,1,C
"102500","10700","",บางพลัด,กรุงเทพมหานคร,BKK,1,C
"102501","10700",บางพลัด,บางพลัด,กรุงเทพมหานคร,BKK,1,C
"102502","10700",บางอ้อ,บางพลัด,กรุงเทพมหานคร,BKK,1,C
"102503","10700",บางบำหรุ,บางพลัด,กรุงเทพมหานคร,BKK,1,C
"102504","10700",บางยี่ขัน,บางพลัด,กรุงเทพมหานคร,BKK,1,C
"102600","10400","",ดินแดง,กรุงเทพมหานคร,BKK,1,C
"102601","10400",ดินแดง,ดินแดง,กรุงเทพมหานคร,BKK,1,C
"102602",,รัชดาภิเษก,ดินแดง,กรุงเทพมหานคร,,,
"102700","10240","",บึงกุ่ม,กรุงเทพมหานคร,BKK,1,C
"102701","10240",คลองกุ่ม,บึงกุ่ม,กรุงเทพมหานคร,BKK,1,C
"102702","10240",สะพานสูง,เขตบึงกุ่ม,กรุงเทพมหานคร,BKK,1,C
"102703","10240",คันนายาว,เขตบึงกุ่ม,กรุงเทพมหานคร,BKK,1,C
"102704",,นวมินทร์,บึงกุ่ม,กรุงเทพมหานคร,,,
"102705","10230",นวลจันทร์,บึงกุ่ม,กรุงเทพมหานคร,BKK,1,C
"102800","10120","",สาทร,กรุงเทพมหานคร,BKK,1,C
"102801","10120",ทุ่งวัดดอน,สาทร,กรุงเทพมหานคร,BKK,1,C
"102802","10120",ยานนาวา,สาทร,กรุงเทพมหานคร,BKK,1,C
"102803","10120",ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร,BKK,1,C
"102900","10800","",บางซื่อ,กรุงเทพมหานคร,BKK,1,C
"102901","10800",บางซื่อ,บางซื่อ,กรุงเทพมหานคร,BKK,1,C
"102902",,วงศ์สว่าง,บางซื่อ,กรุงเทพมหานคร,,,
"103000","10900","",จตุจักร,กรุงเทพมหานคร,BKK,1,C
"103001","10900",ลาดยาว,จตุจักร,กรุงเทพมหานคร,BKK,1,C
"103002","10900",เสนานิคม,จตุจักร,กรุงเทพมหานคร,BKK,1,C
"103003","10900",จันทรเกษม,จตุจักร,กรุงเทพมหานคร,BKK,1,C
"103004","10900",จอมพล,จตุจักร,กรุงเทพมหานคร,BKK,1,C
"103005","10900",จตุจักร,จตุจักร,กรุงเทพมหานคร,BKK,1,C
"103100","10120","",บางคอแหลม,กรุงเทพมหานคร,BKK,1,C
"103101","10120",บางคอแหลม,บางคอแหลม,กรุงเทพมหานคร,BKK,1,C
"103102","10120",วัดพระยาไกร,บางคอแหลม,กรุงเทพมหานคร,BKK,1,C
"103103","10120",บางโคล่,บางคอแหลม,กรุงเทพมหานคร,BKK,1,C
"103200","10250","",ประเวศ,กรุงเทพมหานคร,BKK,1,C
"103201","10250",ประเวศ,ประเวศ,กรุงเทพมหานคร,BKK,1,C
"103202","10250",หนองบอน,ประเวศ,กรุงเทพมหานคร,BKK,1,C
"103203","10250",ดอกไม้,ประเวศ,กรุงเทพมหานคร,BKK,1,C
"103204","10250",สวนหลวง,เขตประเวศ,กรุงเทพมหานคร,BKK,1,C
"103300","10110","",คลองเตย,กรุงเทพมหานคร,BKK,1,C
"103301","10110",คลองเตย,คลองเตย,กรุงเทพมหานคร,BKK,1,C
"103302","10110",คลองตัน,คลองเตย,กรุงเทพมหานคร,BKK,1,C
"103303","10110",พระโขนง,คลองเตย,กรุงเทพมหานคร,BKK,1,C
"103304","10110",คลองเตยเหนือ,เขตคลองเตย,กรุงเทพมหานคร,BKK,1,C
"103305","10110",คลองตันเหนือ,เขตคลองเตย,กรุงเทพมหานคร,BKK,1,C
"103306","10110",พระโขนงเหนือ,เขตคลองเตย,กรุงเทพมหานคร,BKK,1,C
"103400","10250","",สวนหลวง,กรุงเทพมหานคร,BKK,1,C
"103401","10250",สวนหลวง,สวนหลวง,กรุงเทพมหานคร,BKK,1,C
"103402",,อ่อนนุช,สวนหลวง,กรุงเทพมหานคร,,,
"103403",,พัฒนาการ,สวนหลวง,กรุงเทพมหานคร,,,
"103500","10150","",จอมทอง,กรุงเทพมหานคร,BKK,1,C
"103501","10150",บางขุนเทียน,จอมทอง,กรุงเทพมหานคร,BKK,1,C
"103502","10150",บางค้อ,จอมทอง,กรุงเทพมหานคร,BKK,1,C
"103503","10150",บางมด,จอมทอง,กรุงเทพมหานคร,BKK,1,C
"103504","10150",จอมทอง,จอมทอง,กรุงเทพมหานคร,BKK,1,C
"103600","10210","",ดอนเมือง,กรุงเทพมหานคร,BKK,1,C
"103601","10210",ตลาดบางเขน,เขตดอนเมือง,กรุงเทพมหานคร,BKK,1,C
"103602","10210",สีกัน,ดอนเมือง,กรุงเทพมหานคร,BKK,1,C
"103603","10210",ทุ่งสองห้อง,เขตดอนเมือง,กรุงเทพมหานคร,BKK,1,C
"103604","10210",ดอนเมือง,ดอนเมือง,กรุงเทพมหานคร,BKK,1,C
"103605",,สนามบิน,ดอนเมือง,กรุงเทพมหานคร,,,
"103700","10400","",ราชเทวี,กรุงเทพมหานคร,BKK,1,C
"103701","10400",ทุ่งพญาไท,ราชเทวี,กรุงเทพมหานคร,BKK,1,C
"103702","10400",ถนนพญาไท,ราชเทวี,กรุงเทพมหานคร,BKK,1,C
"103703","10400",ถนนเพชรบุรี,ราชเทวี,กรุงเทพมหานคร,BKK,1,C
"103704","10400",มักกะสัน,ราชเทวี,กรุงเทพมหานคร,BKK,1,C
"103800","10230","",ลาดพร้าว,กรุงเทพมหานคร,BKK,1,C
"103801","10230",ลาดพร้าว,ลาดพร้าว,กรุงเทพมหานคร,BKK,1,C
"103802","10230",จรเข้บัว,ลาดพร้าว,กรุงเทพมหานคร,BKK,1,C
"103900","10110","",วัฒนา,กรุงเทพมหานคร,BKK,1,C
"103901","10110",คลองเตยเหนือ,วัฒนา,กรุงเทพมหานคร,BKK,1,C
"103902","10110",คลองตันเหนือ,วัฒนา,กรุงเทพมหานคร,BKK,1,C
"103903","10110",พระโขนงเหนือ,วัฒนา,กรุงเทพมหานคร,BKK,1,C
"104000","10160","",บางแค,กรุงเทพมหานคร,BKK,1,C
"104001","10160",บางแค,บางแค,กรุงเทพมหานคร,BKK,1,C
"104002","10160",บางแคเหนือ,บางแค,กรุงเทพมหานคร,BKK,1,C
"104003","10160",บางไผ่,บางแค,กรุงเทพมหานคร,BKK,1,C
"104004","10160",หลักสอง,บางแค,กรุงเทพมหานคร,BKK,1,C
"104100","10210","",หลักสี่,กรุงเทพมหานคร,BKK,1,C
"104101","10210",ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร,BKK,1,C
"104102","10210",ตลาดบางเขน,หลักสี่,กรุงเทพมหานคร,BKK,1,C
"104200","10220","",สายไหม,กรุงเทพมหานคร,BKK,1,C
"104201","10220",สายไหม,สายไหม,กรุงเทพมหานคร,BKK,1,C
"104202","10220",ออเงิน,สายไหม,กรุงเทพมหานคร,BKK,1,C
"104203","10220",คลองถนน,สายไหม,กรุงเทพมหานคร,BKK,1,C
"104300","10230","",คันนายาว,กรุงเทพมหานคร,BKK,1,C
"104301","10230",คันนายาว,คันนายาว,กรุงเทพมหานคร,BKK,1,C
"104302",,รามอินทรา,คันนายาว,กรุงเทพมหานคร,,,
"104400","10240","",สะพานสูง,กรุงเทพมหานคร,BKK,1,C
"104401","10240",สะพานสูง,สะพานสูง,กรุงเทพมหานคร,BKK,1,C
"104402",,ราษฎร์พัฒนา,สะพานสูง,กรุงเทพมหานคร,,,
"104403",,ทับช้าง,สะพานสูง,กรุงเทพมหานคร,,,
"104500","10310","",วังทองหลาง,กรุงเทพมหานคร,BKK,1,C
"104501","10310",วังทองหลาง,วังทองหลาง,กรุงเทพมหานคร,BKK,1,C
"104502","10310",สะพานสอง,วังทองหลาง,กรุงเทพมหานคร,BKK,1,C
"104503","10310",คลองเจ้าคุณสิงห์,วังทองหลาง,กรุงเทพมหานคร,BKK,1,C
"104504","10310",พลับพลา,วังทองหลาง,กรุงเทพมหานคร,BKK,1,C
"104600","10510","",คลองสามวา,กรุงเทพมหานคร,BKK,1,C
"104601","10510",สามวาตะวันตก,คลองสามวา,กรุงเทพมหานคร,BKK,1,C
"104602","10510",สามวาตะวันออก,คลองสามวา,กรุงเทพมหานคร,BKK,1,C
"104603","10510",บางชัน,คลองสามวา,กรุงเทพมหานคร,BKK,1,C
"104604","10510",ทรายกองดิน,คลองสามวา,กรุงเทพมหานคร,BKK,1,C
"104605","10510",ทรายกองดินใต้,คลองสามวา,กรุงเทพมหานคร,BKK,1,C
"104700","10260","",บางนา,กรุงเทพมหานคร,BKK,1,C
"104701","10260",บางนา,เขตบางนา,กรุงเทพมหานคร,BKK,1,C
"104702",,บางนาเหนือ,บางนา,กรุงเทพมหานคร,,,
"104703",,บางนาใต้,บางนา,กรุงเทพมหานคร,,,
"104800","10170","",ทวีวัฒนา,กรุงเทพมหานคร,BKK,1,C
"104801","10170",ทวีวัฒนา,ทวีวัฒนา,กรุงเทพมหานคร,BKK,1,C
"104802","10170",ศาลาธรรมสพน์,ทวีวัฒนา,กรุงเทพมหานคร,BKK,1,C
"104900","10140","",ทุ่งครุ,กรุงเทพมหานคร,BKK,1,C
"104901","10140",บางมด,ทุ่งครุ,กรุงเทพมหานคร,BKK,1,C
"104902","10140",ทุ่งครุ,ทุ่งครุ,กรุงเทพมหานคร,BKK,1,C
"105000","10150","",บางบอน,กรุงเทพมหานคร,BKK,1,C
"105001","10150",บางบอน,เขตบางบอน,กรุงเทพมหานคร,BKK,1,C
"105002",,บางบอนเหนือ,บางบอน,กรุงเทพมหานคร,,,
"105003",,บางบอนใต้,บางบอน,กรุงเทพมหานคร,,,
"105004",,คลองบางพราน,บางบอน,กรุงเทพมหานคร,,,
"105005",,คลองบางบอน,บางบอน,กรุงเทพมหานคร,,,
"108100","10150",,บ้านทะวาย,กรุงเทพมหานคร,BKK,1,C
"110000","10270","","",สมุทรปราการ,SPK,3,C
"110100","10270","",เมืองสมุทรปราการ,สมุทรปราการ,SPK,3,C
"110101","10270",ปากน้ำ,เมืองสมุทรปราการ,สมุทรปราการ,SPK,3,C
"110102","10270",สำโรงเหนือ,เมืองสมุทรปราการ,สมุทรปราการ,SPK,3,C
"110103","10270",บางเมือง,เมืองสมุทรปราการ,สมุทรปราการ,SPK,3,C
